"","players","PlayerID","SportsDataID","Status","TeamID","Team","Jersey","PositionCategory","Position","FirstName","LastName","Height","Weight","BirthDate","BirthCity","BirthState","BirthCountry","HighSchool","College","Salary","headshot","Experience","SportRadarPlayerID","RotoworldPlayerID","RotoWirePlayerID","FantasyAlarmPlayerID","StatsPlayerID","SportsDirectPlayerID","XmlTeamPlayerID","InjuryStatus","InjuryBodyPart","InjuryStartDate","InjuryNotes","FanDuelPlayerID","DraftKingsPlayerID","YahooPlayerID","FanDuelName","DraftKingsName","YahooName","DepthChartPosition","DepthChartOrder","GlobalTeamID","FantasyDraftName","FantasyDraftPlayerID","UsaTodayPlayerID","UsaTodayHeadshotUrl","UsaTodayHeadshotNoBackgroundUrl","UsaTodayHeadshotUpdated","UsaTodayHeadshotNoBackgroundUpdated","NbaDotComPlayerID"
"524","Trey Murphy III",20002700,NA,"Active",23,"NO","25","F","SF","Trey","Murphy III",80,206,"2000-06-18T00:00:00","Durham","NC","USA","NULL","Virginia","3053760","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002700.png","0","51b62fe8-1e5c-4c65-8ad3-2ad06e749b70","NULL",5401,"NULL","NULL","786614","NULL","Scrambled","Scrambled","NULL","Scrambled",157847,"1134570","6559","Trey Murphy","Trey Murphy III","Trey Murphy III","SF","1",20000023,"NULL","NULL","8277054","http://cdn.usatsimg.com/api/download/?imageID=16932698","http://cdn.usatsimg.com/api/download/?imageID=16937523","2021-10-10T22:44:04","2021-10-11T22:11:40","1630530"
"525","Bones Hyland",20002701,NA,"Active",20,"DEN","3","G","PG","Bones","Hyland",74,173,"2000-09-14T00:00:00","Wilmington","DE","USA","NULL","Virginia Commonwealth","2096880","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002701.png","0","7ad01370-ae8e-40ae-b70d-61f6d8dba8d9","NULL",5397,"NULL","NULL","792376","NULL","Scrambled","Scrambled","NULL","Scrambled",157834,"1178199","6568","Bones Hyland","Bones Hyland","Bones Hyland","PG","1",20000020,"NULL","NULL","8277008","http://cdn.usatsimg.com/api/download/?imageID=16905997","http://cdn.usatsimg.com/api/download/?imageID=16916707","2021-10-07T11:31:12","2021-10-08T22:30:51","1630538"
"526","Charles Bassey",20002703,NA,"Active",7,"PHI","23","C","C","Charles","Bassey",82,230,"2000-10-28T00:00:00","Lagos","NULL","Nigeria","NULL","Western Kentucky","925258","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png","0","eb063340-43d5-4f5c-8097-fa6e40b6f5e2","NULL",4833,"NULL","NULL","785991","NULL","Scrambled","Scrambled","NULL","Scrambled",157842,"1138669","6595","Charles Bassey","Charles Bassey","Charles Bassey","C","1",20000007,"NULL","NULL","8277226","http://cdn.usatsimg.com/api/download/?imageID=16923177","http://cdn.usatsimg.com/api/download/?imageID=16923092","2021-10-09T16:12:45","2021-10-09T16:09:08","1629646"
"527","David Johnson",20002704,NA,"Active",10,"TOR","13","G","PG","David","Johnson",77,210,"2001-02-26T00:00:00","Louisville","KY","USA","NULL","Louisville","NULL","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png","0","c163241b-b087-4527-8515-bd853984cc16","NULL",5415,"NULL","NULL","791528","NULL","Scrambled","Scrambled","NULL","Scrambled",157820,"1180115","6589","David Johnson","David Johnson","David Johnson","NULL","NULL",20000010,"NULL","NULL","8277202","http://cdn.usatsimg.com/api/download/?imageID=17327749","http://cdn.usatsimg.com/api/download/?imageID=17356821","2021-12-09T18:31:19","2021-12-14T13:30:05","1630525"
"528","Sandro Mamukelashvili",20002708,NA,"Active",15,"MIL","54","F","PF","Sandro","Mamukelashvili",81,240,"1999-05-23T00:00:00","New York","NY","USA","NULL","Seton Hall","NULL","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png","0","c910f29a-3f6b-4dba-92e9-20137fbdf2c7","NULL",5341,"NULL","NULL","780765","NULL","Scrambled","Scrambled","NULL","Scrambled",157846,"1060351","6596","Sandro Mamukelashvili","Sandro Mamukelashvili","Sandro Mamukelashvili","PF","1",20000015,"NULL","NULL","8277161","http://cdn.usatsimg.com/api/download/?imageID=17066699","http://cdn.usatsimg.com/api/download/?imageID=17066701","2021-10-31T11:09:07","2021-10-31T11:09:24","1630572"
"529","Santi Aldama",20002709,NA,"Active",21,"MEM","7","F","PF","Santi","Aldama",83,215,"2001-01-10T00:00:00","Las Palmas","NULL","Spain","NULL","Loyola (MD)","1994520","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002709.png","0","266cd359-f378-45c6-957e-6e21378e5219","NULL",5428,"NULL","NULL","791548","NULL","Scrambled","Scrambled","NULL","Scrambled",157844,"1177024","6572","Santi Aldama","Santi Aldama","Santi Aldama","PF","1",20000021,"NULL","NULL","8277026","http://cdn.usatsimg.com/api/download/?imageID=16929602","http://cdn.usatsimg.com/api/download/?imageID=16929603","2021-10-10T14:48:51","2021-10-10T14:48:59","1630583"
"530","Kessler Edwards",20002711,NA,"Active",8,"BKN","14","F","SF","Kessler","Edwards",79,203,"2000-08-09T00:00:00","Glendale","CA","USA","NULL","Pepperdine","NULL","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png","0","c2ad9bcf-7920-46ce-a124-dc21e98ca72d","NULL",5419,"NULL","NULL","786566","NULL","Scrambled","Scrambled","NULL","Scrambled",157835,"1135006","6586","Kessler Edwards","Kessler Edwards","Kessler Edwards","SF","1",20000008,"NULL","NULL","8277211","http://cdn.usatsimg.com/api/download/?imageID=16903231","http://cdn.usatsimg.com/api/download/?imageID=16916356","2021-10-06T21:28:23","2021-10-08T22:09:15","1630556"
"531","Dalano Banton",20002712,NA,"Active",10,"TOR","45","G","PG","Dalano","Banton",81,204,"1999-11-07T00:00:00","Toronto","ON","Canada","NULL","Nebraska","925258","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png","0","6a93a3fd-d10c-4594-a4b5-873fa13f6d99","NULL",5430,"NULL","NULL","785989","NULL","Scrambled","Scrambled","NULL","Scrambled",157821,"1138668","6588","Dalano Banton","Dalano Banton","Dalano Banton","PG","1",20000010,"NULL","NULL","8277196","http://cdn.usatsimg.com/api/download/?imageID=16923323","http://cdn.usatsimg.com/api/download/?imageID=16923298","2021-10-09T16:27:48","2021-10-09T16:27:00","1630625"
"532","Aaron Wiggins",20002714,NA,"Active",18,"OKC","21","G","SG","Aaron","Wiggins",78,200,"1999-01-02T00:00:00","Greensboro","NC","USA","NULL","Maryland","NULL","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png","0","d3b28775-473d-471a-8452-e913f4347f0f","NULL",5412,"NULL","NULL","786394","NULL","Scrambled","Scrambled","NULL","Scrambled",157829,"1133788","6597","Aaron Wiggins","Aaron Wiggins","Aaron Wiggins","SG","1",20000018,"NULL","NULL","8277023","http://cdn.usatsimg.com/api/download/?imageID=16937342","http://cdn.usatsimg.com/api/download/?imageID=16937345","2021-10-11T22:00:03","2021-10-11T22:00:11","1630598"
"533","Scottie Lewis",20002715,NA,"Active",2,"CHA","16","G","SG","Scottie","Lewis",76,188,"2000-03-12T00:00:00","Bronx","NY","USA","NULL","Florida","NULL","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png","0","745ba960-b1f4-4fb5-a205-74a959c9f2d4","NULL",5433,"NULL","NULL","790792","NULL","Scrambled","Scrambled","NULL","Scrambled",157816,"1175355","6598","Scottie Lewis","Scottie Lewis","Scottie Lewis","SG","1",20000002,"NULL","NULL","8277136","http://cdn.usatsimg.com/api/download/?imageID=17409634","NULL","2021-12-24T20:07:34","NULL","1630575"
"534","Duane Washington Jr.",20002719,NA,"Active",13,"IND","4","G","PG","Duane","Washington Jr.",74,197,"2000-03-24T00:00:00","Frankfurt","NULL","Germany","NULL","Ohio State","NULL","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png","0","08fd692d-bce8-4f56-9add-77efc68637e8","NULL",5417,"NULL","NULL","786851","NULL","Scrambled","Scrambled","NULL","Scrambled",158372,"1133864","6607","Duane Washington","Duane Washington Jr.","Duane Washington Jr.","PG","1",20000013,"NULL","NULL","8277155","http://cdn.usatsimg.com/api/download/?imageID=16909190","http://cdn.usatsimg.com/api/download/?imageID=16929482","2021-10-07T19:32:58","2021-10-10T14:28:42","1630613"
"535","Austin Reaves",20002720,NA,"Active",27,"LAL","15","G","SG","Austin","Reaves",77,197,"1998-05-29T00:00:00","Newark","AR","USA","NULL","Oklahoma","NULL","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png","0","c4981f56-93a2-47b1-8d31-4e8635f45e1d","NULL",5334,"NULL","NULL","774987","NULL","Scrambled","Scrambled","NULL","Scrambled",158136,"953291","6606","Austin Reaves","Austin Reaves","Austin Reaves","SG","1",20000027,"NULL","NULL","8277100","http://cdn.usatsimg.com/api/download/?imageID=17139302","http://cdn.usatsimg.com/api/download/?imageID=17139298","2021-11-11T13:41:53","2021-11-11T13:41:47","1630559"
"536","Yves Pons",20002722,NA,"Active",21,"MEM","5","F","SF","Yves","Pons",78,206,"1999-05-07T00:00:00","Fuveau","NULL","France","NULL","Tennessee","NULL","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png","NULL","46519711-b888-45ce-b21e-c4bcfd9d3f01","NULL",5436,"NULL","NULL","781006","NULL","Scrambled","Scrambled","2022-01-04T00:00:00","Scrambled",159064,"1077502","6629","Yves Pons","Yves Pons","Yves Pons","NULL","NULL",20000021,"NULL","NULL","8277030","http://cdn.usatsimg.com/api/download/?imageID=16929608","http://cdn.usatsimg.com/api/download/?imageID=16929609","2021-10-10T14:49:33","2021-10-10T14:49:41","1630582"
"537","Trendon Watford",20002723,NA,"Active",19,"POR","2","F","PF","Trendon","Watford",81,240,"2000-11-09T00:00:00","Birmingham","AL","USA","NULL","LSU","NULL","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png","0","9f4181d5-0999-46ba-b466-d90ded24268a","NULL",5358,"NULL","NULL","791522","NULL","Scrambled","Scrambled","NULL","Scrambled",158856,"1176529","6604","Trendon Watford","Trendon Watford","Trendon Watford","C","1",20000019,"NULL","NULL","8276981","http://cdn.usatsimg.com/api/download/?imageID=16936391","http://cdn.usatsimg.com/api/download/?imageID=16941474","2021-10-11T19:27:43","2021-10-12T18:45:08","1630570"
"538","Javonte Smart",20002724,NA,"Active",15,"MIL","6","G","SG","Javonte","Smart",76,205,"1999-06-03T00:00:00","Baton Rouge","LA","USA","NULL","LSU","NULL","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png","0","333806d9-a0e2-40dc-8f06-d644ae87d2f2","NULL",5361,"NULL","NULL","797143","NULL","Scrambled","Scrambled","NULL","Scrambled",161551,"1137201","6653","Javonte Smart","Javonte Smart","Javonte Smart","NULL","NULL",20000015,"NULL","NULL","8289157","http://cdn.usatsimg.com/api/download/?imageID=16931982","http://cdn.usatsimg.com/api/download/?imageID=16937287","2021-10-10T20:52:08","2021-10-11T21:54:11","1630606"
"539","RJ Nembhard Jr.",20002726,NA,"Active",12,"CLE","5","G","SG","RJ","Nembhard Jr.",76,200,"1999-03-02T00:00:00","Keller","TX","USA","NULL","TCU","NULL","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png","0","2397baee-35f2-4602-bf1b-15fedcdcec05","NULL",5381,"NULL","NULL","781323","NULL","Scrambled","Scrambled","NULL","Scrambled",161500,"1060982","6643","RJ Nembhard","RJ Nembhard","RJ Nembhard","NULL","NULL",20000012,"NULL","NULL","8277178","http://cdn.usatsimg.com/api/download/?imageID=16905431","http://cdn.usatsimg.com/api/download/?imageID=16916515","2021-10-07T08:35:31","2021-10-08T22:18:42","1630612"
"540","Justin Champagnie",20002728,NA,"Active",10,"TOR","11","F","SF","Justin","Champagnie",78,206,"2001-06-29T00:00:00","Brooklyn","NY","USA","NULL","Pittsburgh","NULL","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png","0","6d117ec5-649d-4151-8d44-88175c603067","NULL",5371,"NULL","NULL","791876","NULL","Scrambled","Scrambled","NULL","Scrambled",158855,"1175260","6632","Justin Champagnie","Justin Champagnie","Justin Champagnie","SG","1",20000010,"NULL","NULL","8277199","http://cdn.usatsimg.com/api/download/?imageID=17066683","http://cdn.usatsimg.com/api/download/?imageID=17066685","2021-10-31T11:05:25","2021-10-31T11:06:01","1630551"
"541","Jose Alvarado",20002732,NA,"Active",23,"NO","15","G","PG","Jose","Alvarado",72,179,"1998-04-12T00:00:00","Brooklyn","NY","USA","NULL","Georgia Tech","NULL","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png","0","8d6caab5-3a9a-4994-bde0-9fe14032efd7","NULL",5424,"NULL","NULL","781457","NULL","Scrambled","Scrambled","NULL","Scrambled",158373,"1060919","6613","Jose Alvarado","Jose Alvarado","Jose Alvarado","SG","1",20000023,"NULL","NULL","8277048","http://cdn.usatsimg.com/api/download/?imageID=16932508","http://cdn.usatsimg.com/api/download/?imageID=16937516","2021-10-10T22:12:41","2021-10-11T22:10:33","1630631"
"542","Chris Smith",20002734,NA,"Active",14,"DET","0","F","SF","Chris","Smith",81,215,"1999-12-24T00:00:00","Chicago","IL","USA","NULL","UCLA","NULL","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png","0","6fb34293-2225-4c67-8d84-cd64156d85ec","NULL",5443,"NULL","NULL","780285","NULL","Scrambled","Scrambled","NULL","Scrambled",158853,"1061552","6612","Chris Smith","Chris Smith","Chris Smith","NULL","NULL",20000014,"NULL","NULL","8277172","http://cdn.usatsimg.com/api/download/?imageID=16906032","http://cdn.usatsimg.com/api/download/?imageID=16916778","2021-10-07T11:48:45","2021-10-08T22:34:32","1630607"
"543","Jay Huff",20002735,NA,"Active",27,"LAL","30","C","C","Jay","Huff",85,240,"1998-08-25T00:00:00","Durham","NC","USA","NULL","Viriginia","NULL","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png","0","1d1fa699-a455-4082-9df8-f97dbb0ca678","NULL",5339,"NULL","NULL","774976","NULL","Scrambled","Scrambled","NULL","Scrambled",159097,"942843","6617","Jay Huff","Jay Huff","Jay Huff","NULL","NULL",20000027,"NULL","NULL","8277439","NULL","NULL","NULL","NULL","1630643"
"544","Terry Taylor",20002738,NA,"Active",13,"IND","32","F","SF","Terry","Taylor",77,230,"1999-09-23T00:00:00","Bowling Green","KY","USA","NULL","Austin Peay","NULL","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png","0","7cd15c04-f7ed-4901-869d-ae4e2133a5bc","NULL",5399,"NULL","NULL","780210","NULL","Scrambled","Scrambled","NULL","Scrambled",158371,"1077609","6609","Terry Taylor","Terry Taylor","Terry Taylor","NULL","NULL",20000013,"NULL","NULL","8277154","http://cdn.usatsimg.com/api/download/?imageID=16909200","http://cdn.usatsimg.com/api/download/?imageID=16929484","2021-10-07T19:34:41","2021-10-10T14:29:01","1630678"
"545","Marcus Garrett",20002743,NA,"Active",4,"MIA","0","G","SG","Marcus","Garrett",77,205,"1998-11-09T00:00:00","Dallas","TX","USA","NULL","Kansas","NULL","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png","0","ee52d990-1de5-4693-8150-adac989fe5e6","NULL",5422,"NULL","NULL","779997","NULL","Scrambled","Scrambled","2021-12-30T00:00:00","Scrambled",161443,"1060962","6634","Marcus Garrett","Marcus Garrett","Marcus Garrett","SG","1",20000004,"NULL","NULL","8277111","http://cdn.usatsimg.com/api/download/?imageID=16932053","http://cdn.usatsimg.com/api/download/?imageID=16937236","2021-10-10T21:00:57","2021-10-11T21:50:20","1630585"
"546","Feron Hunt",20002746,NA,"Active",23,"NO","44","F","SF","Feron","Hunt",80,195,"1999-07-05T00:00:00","DeSoto","TX","USA","NULL","SMU","NULL","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png","0","9164ad74-ca2a-497a-a636-02380f138b61","NULL",5458,"NULL","NULL","786041","NULL","Scrambled","Scrambled","NULL","Scrambled",160178,"1132598","6638","Feron Hunt","Feron Hunt","Feron Hunt","NULL","NULL",20000023,"NULL","NULL","8291867","http://cdn.usatsimg.com/api/download/?imageID=16905873","http://cdn.usatsimg.com/api/download/?imageID=16916567","2021-10-07T11:10:17","2021-10-08T22:23:35","1630624"
"547","David Duke Jr.",20002751,NA,"Active",8,"BKN","6","G","SG","David","Duke Jr.",76,204,"1999-10-13T00:00:00","Providence","RI","USA","NULL","Providence","NULL","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png","0","2ff9979f-4ca6-44b8-946e-70cbd992410c","NULL",5346,"NULL","NULL","785383","NULL","Scrambled","Scrambled","NULL","Scrambled",161666,"1134645","6624","David Duke","David Duke Jr.","David Duke Jr.","SG","1",20000008,"NULL","NULL","8277210","http://cdn.usatsimg.com/api/download/?imageID=16903220","http://cdn.usatsimg.com/api/download/?imageID=16916366","2021-10-06T21:27:48","2021-10-08T22:09:34","1630561"
"548","Cameron McGriff",20002752,NA,"Active",19,"POR","8","F","SF","Cameron","McGriff",79,230,"1997-09-30T00:00:00","Grand Prarie","TX","USA","NULL","Oklahoma State","NULL","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png","0","fd6ac63a-a3e2-4297-a002-bca4b97b2f47","NULL",5448,"NULL","NULL","774993","NULL","Scrambled","Scrambled","NULL","Scrambled",163147,"944246","6662","Cameron McGriff","Cameron McGriff","Cameron McGriff","PF","1",20000019,"NULL","NULL","8291846","NULL","NULL","NULL","NULL","1630787"
"549","Jordan Schakel",20002756,NA,"Active",1,"WAS","20","G","SG","Jordan","Schakel",78,200,"1998-06-13T00:00:00","Torrance","CA","USA","Bishop Montgomery (CA)","San Diego State","NULL","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png","0","e90b4871-89d6-4c05-92ea-319da1ae5132","NULL",5348,"NULL","NULL","780677","NULL","Scrambled","Scrambled","NULL","Scrambled",162096,"1062275","6649","Jordan Schakel","Jordan Schakel","Jordan Schakel","NULL","NULL",20000001,"NULL","NULL","8277129","http://cdn.usatsimg.com/api/download/?imageID=16941667","http://cdn.usatsimg.com/api/download/?imageID=16946935","2021-10-12T19:02:48","2021-10-13T14:56:44","1630648"
"550","Daishen Nix",20002766,NA,"Active",22,"HOU","15","G","PG","Daishen","Nix",77,205,"2002-02-13T00:00:00","Fairbanks","AK","USA","Trinity International (NV)","None","NULL","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png","0","7f11cfe9-30d3-492a-9033-08cf2324a73e","NULL",5259,"NULL","NULL","800291","NULL","Scrambled","Scrambled","NULL","Scrambled",160963,"1271709","6626","Daishen Nix","Daishen Nix","Daishen Nix","PG","1",20000022,"NULL","NULL","8277037","http://cdn.usatsimg.com/api/download/?imageID=16907046","http://cdn.usatsimg.com/api/download/?imageID=16929503","2021-10-07T14:26:08","2021-10-10T14:34:22","1630227"
"551","Jeff Dowtin",20002786,NA,"Active",15,"MIL","15","G","PG","Jeff","Dowtin",75,185,"1997-05-10T00:00:00","Upper Marlboro","MD","USA","St John's College (DC)","Rhode Island","NULL","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png","0","2d2017ed-9196-434e-9fb4-9bb904bda4ab","NULL",5132,"NULL","NULL","775055","NULL","Scrambled","Scrambled","NULL","Scrambled",161487,"953377","6636","Jeff Dowtin","Jeff Dowtin","Jeff Dowtin","NULL","NULL",20000015,"NULL","NULL","8292018","http://cdn.usatsimg.com/api/download/?imageID=16932799","http://cdn.usatsimg.com/api/download/?imageID=16932800","2021-10-10T23:07:14","2021-10-10T23:07:19","1630288"
"552","Braxton Key",20002789,NA,"Active",7,"PHI","17","G","SG","Braxton","Key",80,230,"1997-02-14T00:00:00","Charlotte","NC","USA","NULL","Virginia","NULL","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png","0",NA,"NULL",5324,"NULL","NULL","774984","NULL","Scrambled","Scrambled","NULL","Scrambled",164036,"946914","6686","Braxton Key","Braxton Key","Braxton Key","NULL","NULL",20000007,"NULL","NULL","8291992","NULL","NULL","NULL","NULL","NULL"
"553","Ish Wainright",20002799,NA,"Active",29,"PHO","12","G","SG","Ish","Wainright",77,250,"1994-09-12T00:00:00","Kansas City","MO","USA","NULL","Baylor","NULL","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png","0","7fd7fc72-da84-4dfc-875b-daa11228f575","NULL",5477,"NULL","NULL","755677","NULL","Scrambled","Scrambled","2022-01-10T00:00:00","Scrambled",158243,"748530","6633","Ish Wainright","Ish Wainright","Ish Wainright","SF","1",20000029,"NULL","NULL","8277455","http://cdn.usatsimg.com/api/download/?imageID=17304212","NULL","2021-12-06T09:38:19","NULL","1630688"
"554","Jamorko Pickett",20002803,NA,"Active",14,"DET","24","F","SF","Jamorko","Pickett",81,198,"1997-12-24T00:00:00","Washington","D.C.","USA","Massanutten Military Academy (VA)","Georgetown","NULL","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png","0","68e0230c-6006-484e-be36-8903b6cba0df","NULL",5480,"NULL","NULL","781403","NULL","Scrambled","Scrambled","NULL","Scrambled",161665,"1076297","6644","Jamorko Pickett","Jamorko Pickett","Jamorko Pickett","NULL","NULL",20000014,"NULL","NULL","8277171","http://cdn.usatsimg.com/api/download/?imageID=16906039","http://cdn.usatsimg.com/api/download/?imageID=16916784","2021-10-07T11:53:35","2021-10-08T22:35:35","1630691"
